S_number,Brand,Model,Variant,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,paint_color,condition,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
2325,Maruti,Swift,1.3 VXI ABS     ,Pune,2015,67000,Petrol,Manual,First,16,,,,,470000,,good,18,169,4,1,0,-1
2326,Hyundai,Elantra,2 SX Option AT    ,Coimbatore,2015,58239,Petrol,Automatic,First,15,1999,150,5,23.64 Lakh,969000,black,good,10,65,4,0,0,0
2327,Chevrolet,Enjoy,1.3 TCDi LTZ 8    ,Coimbatore,2015,57934,Diesel,Manual,First,18,1248,74,8,,550000,,good,4,68,1,1,0,-1
2328,BMW,X5,xDrive 30d M Sport    ,Chennai,2017,6500000,Diesel,Automatic,First,16,2993,258,5,,6500000,black,good,2,193,1,0,0,0
2329,Volkswagen,Polo,1.5 TDI Highline     ,Jaipur,2015,63000,Diesel,Manual,First,20,1498,89,5,,511000,black,like new,29,131,1,1,0,0
2330,Skoda,Fabia,1.2 MPI Ambition Plus    ,Mumbai,2012,27014,Petrol,Manual,First,16,1198,75,5,,219000,black,excellent,25,75,4,1,0,0
2331,Volkswagen,Vento,Diesel Comfortline      ,Chennai,2012,90906,Diesel,Manual,First,21,1598,104,5,,425000,black,excellent,29,181,1,1,0,0
2332,Mahindra,Ssangyong,Rexton RX7      ,Hyderabad,2013,61202,Diesel,Automatic,First,11,2696,184,7,,1450000,silver,excellent,17,165,1,0,0,9
2333,Nissan,Terrano,XL D Option     ,Mumbai,2014,51000,Diesel,Manual,First,20,1461,83,5,15.06 Lakh,565000,,excellent,22,174,1,1,0,-1
2334,Toyota,Fortuner,2.8 2WD AT     ,Ahmedabad,2016,88008,Diesel,Automatic,Second,13,2755,175,7,34.45 Lakh,2250000,black,excellent,28,79,1,0,2,0
2335,Maruti,Swift,1.3 VXi      ,Mumbai,2007,55000,Petrol,Manual,Second,16,,,,,175000,grey,excellent,18,169,4,1,2,5
2336,Toyota,Corolla,H4       ,Jaipur,2004,160000,Petrol,Automatic,Second,11,1794,125,5,,150000,silver,excellent,28,51,4,0,2,9
2337,Hyundai,i10,Sportz       ,Kochi,2012,42591,Petrol,Manual,First,20,1197,79,5,,320000,silver,excellent,10,209,4,1,0,9
2338,Hyundai,i20,1.4 CRDi Sportz     ,Bangalore,2012,67000,Diesel,Manual,First,23,1396,90,5,,450000,silver,excellent,10,210,1,1,0,9
2339,Honda,Amaze,S i-Dtech      ,Pune,2014,48000,Diesel,Manual,Second,26,1498,99,5,,450000,white,excellent,9,16,1,1,2,10
2340,Hyundai,Verna,1.6 SX CRDI (O) AT   ,Jaipur,2014,97000,Diesel,Automatic,First,22,1582,126,5,,800000,black,,10,184,1,0,0,0
2341,Mercedes-Benz,GLA,Class 200 d Sport    ,Mumbai,2018,10000,Diesel,Automatic,First,18,2143,136,5,41.94 Lakh,2890000,silver,excellent,19,84,1,0,0,9
2342,Volkswagen,Polo,1.5 TDI Trendline     ,Coimbatore,2015,56900,Diesel,Manual,First,20,1498,89,5,,409999,white,,29,131,1,1,0,10
2343,Hyundai,Santro,AT       ,Hyderabad,2006,74483,Petrol,Automatic,First,0,999,null ,5,,229999,black,excellent,10,159,4,0,0,0
2344,Maruti,Baleno,Zeta Automatic      ,Kochi,2017,36152,Petrol,Automatic,First,21,1197,83,5,,722000,grey,excellent,18,25,4,0,0,5
2345,Maruti,Swift,VDI       ,Hyderabad,2014,85512,Diesel,Manual,First,23,1248,74,5,,580000,,good,18,169,1,1,0,-1
2346,Mahindra,Xylo,D2 BSIV      ,Chennai,2013,234000,Diesel,Manual,Second,14,2489,95,8,,350000,silver,excellent,17,204,1,1,2,9
2347,Ford,Ecosport,1.5 DV5 MT Trend    ,Bangalore,2013,36000,Diesel,Manual,Second,23,1498,90,5,,635000,blue,excellent,8,63,1,1,2,1
2348,Mahindra,XUV500,W8 2WD      ,Delhi,2015,36096,Diesel,Manual,First,15,2179,140,7,,885000,black,excellent,17,201,1,1,0,0
2349,Chevrolet,Beat,LS       ,Hyderabad,2010,111111,Petrol,Manual,Second,19,1199,79,5,,200000,black,excellent,4,26,4,1,2,0
2350,Hyundai,Verna,1.6 VTVT      ,Bangalore,2012,73000,Petrol,Manual,First,17,1591,121,5,,550000,black,,10,184,4,1,0,0
2351,Hyundai,Grand,i10 Asta      ,Kolkata,2014,44300,Petrol,Manual,Second,19,1197,82,5,,229999,yellow,,10,91,4,1,2,11
2352,Renault,Duster,110PS Diesel RxZ     ,Bangalore,2014,74500,Diesel,Manual,First,19,1461,108,5,,795000,white,excellent,24,57,1,1,0,10
2353,Hyundai,Xcent,1.2 Kappa S Option    ,Coimbatore,2016,21495,Petrol,Manual,First,19,1197,82,5,,616000,black,excellent,10,202,4,1,0,0
2354,Hyundai,i10,Sportz       ,Delhi,2012,59000,Petrol,Manual,First,20,1197,79,5,,285000,,,10,209,4,1,0,-1
2355,Mercedes-Benz,GLA,Class 200 Sport Edition    ,Delhi,2016,23000,Petrol,Automatic,First,14,1991,183,5,,2500000,,excellent,19,84,4,0,0,-1
2356,Mercedes-Benz,New,C-Class 220 CDI MT    ,Coimbatore,2008,50135,Diesel,Manual,First,16,2148,170,5,,1036000,red,excellent,19,118,1,1,0,8
2357,Mercedes-Benz,CLA,200 Sport Edition     ,Delhi,2016,25000,Petrol,Automatic,First,15,1991,183,5,,2600000,black,excellent,19,33,4,0,0,0
2358,Hyundai,Verna,1.6 SX CRDi (O)    ,Kolkata,2013,47000,Diesel,Manual,First,22,1582,126,5,,434999,white,good,10,184,1,1,0,10
2359,Mahindra,Xylo,D2 Maxx      ,Chennai,2016,150000,Diesel,Manual,First,15,2489,94,9,,450000,green,good,17,204,1,1,0,4
2360,Maruti,Swift,Dzire LDI      ,Delhi,2015,53503,Diesel,Manual,First,27,1248,74,5,,500000,red,good,18,169,1,1,0,8
2361,Hyundai,i10,Sportz       ,Ahmedabad,2014,47003,Petrol,Manual,First,20,1197,79,5,,367000,black,good,10,209,4,1,0,0
2362,Tata,Safari,Storme Explorer Edition     ,Delhi,2014,80000,Diesel,Manual,First,14,2179,138,7,,600000,black,good,27,156,1,1,0,0
2363,Hyundai,Grand,i10 Asta      ,Coimbatore,2018,20492,Petrol,Manual,First,19,1197,82,5,,634000,white,good,10,91,4,1,0,10
2364,Mini,Cooper,Convertible S      ,Chennai,2012,17000,Petrol,Automatic,Second,17,1998,189,4,44.28 Lakh,2200000,white,good,20,50,4,0,2,10
2365,Toyota,Corolla,H5       ,Delhi,2006,79000,Petrol,Manual,Second,13,1794,125,5,,167000,red,good,28,51,4,1,2,8
2366,Toyota,Corolla,Altis G MT     ,Kolkata,2014,27000,Petrol,Manual,First,14,1798,138,5,,795000,,,28,51,4,1,0,-1
2367,Maruti,Grand,Vitara 2.4 MT     ,Kochi,2018,28786,Petrol,Manual,First,10,2393,164,5,,974000,custom,good,18,91,4,1,0,3
2368,Mahindra,XUV500,W8 1.99 mHawk     ,Chennai,2011,143354,Diesel,Manual,Second,16,1997,140,7,,600000,,,17,201,1,1,2,-1
2369,Maruti,Estilo,LXI       ,Chennai,2008,56000,Petrol,Manual,Second,20,1061,null ,,,150000,,,18,71,4,1,2,-1
2370,Mini,Cooper,3 DOOR S     ,Mumbai,2013,21000,Petrol,Automatic,First,17,1998,189,4,39.57 Lakh,2150000,white,good,20,50,4,0,0,10
2371,Maruti,Wagon R,R CNG LXI     ,Pune,2014,29202,CNG,Manual,First,34,998,67,5,5.54 Lakh,390000,silver,excellent,18,189,0,1,0,9
2372,Maruti,Ritz,VDi       ,Jaipur,2009,73000,Diesel,Manual,Second,21,1248,74,5,,235000,,excellent,18,145,1,1,2,-1
2373,Volkswagen,Polo,Diesel Comfortline 1.2L     ,Delhi,2012,74000,Diesel,Manual,Second,22,1199,74,5,,265000,white,like new,29,131,1,1,2,10
2374,Hyundai,i10,Magna       ,Kochi,2011,65423,Petrol,Manual,First,20,1197,79,5,,316000,red,excellent,10,209,4,1,0,8
2375,Maruti,A-Star,Vxi       ,Jaipur,2009,65000,Petrol,Manual,Second,19,998,66,5,,204999,white,excellent,18,8,4,1,2,10
2376,Maruti,Wagon R,LXI CNG     ,Hyderabad,2013,83875,CNG,Manual,Second,27,998,58,5,,295000,,excellent,18,189,0,1,2,-1
2377,Maruti,Wagon R,R Stingray LXI     ,Hyderabad,2014,55277,Petrol,Manual,First,21,998,67,5,,390000,green,excellent,18,189,4,1,0,4
2378,Honda,Mobilio,S i DTEC     ,Coimbatore,2017,50808,Diesel,Manual,Second,24,1498,99,7,,668000,grey,excellent,9,114,1,1,2,5
2379,Hyundai,EON,Era Plus      ,Jaipur,2017,52000,Petrol,Manual,Second,21,814,55,5,,350000,green,excellent,10,61,4,1,2,4
2380,Skoda,Rapid,1.6 MPI AT Ambition    ,Mumbai,2017,32000,Petrol,Automatic,First,15,1598,104,5,13.7 Lakh,811000,,excellent,25,142,4,0,0,-1
2381,Maruti,Ciaz,VDi Plus SHVS     ,Delhi,2017,25000,Diesel,Manual,First,28,1248,89,5,,830000,grey,good,18,43,1,1,0,5
2382,Mercedes-Benz,M-Class,ML 250 CDI     ,Coimbatore,2016,23218,Diesel,Automatic,First,15,2143,203,5,,4561000,black,excellent,19,110,1,0,0,0
2383,Skoda,Laura,Elegance 2 TDI CR AT   ,Pune,2010,84000,Diesel,Automatic,First,20,1968,138,5,,445000,black,excellent,25,106,1,0,0,0
2384,Maruti,Vitara,Brezza VDi Option     ,Delhi,2017,40000,Diesel,Manual,First,24,1248,89,5,,785000,,,18,186,1,1,0,-1
2385,Hyundai,Santro,Xing GLS LPG     ,Hyderabad,2011,17000,LPG,Manual,First,13,1086,62,5,,310000,red,fair,10,159,3,1,0,8
2386,Hyundai,Grand,i10 CRDi Sportz     ,Kolkata,2014,25135,Diesel,Manual,First,24,1120,70,5,,375000,,,10,91,1,1,0,-1
2387,Maruti,Ertiga,VDI       ,Delhi,2017,65000,Diesel,Manual,First,25,1248,89,7,11.16 Lakh,765000,,,18,69,1,1,0,-1
2388,Hyundai,i20,1.2 Sportz      ,Ahmedabad,2013,40000,Petrol,Manual,First,17,1197,80,5,,490000,grey,,10,210,4,1,0,5
2389,Mahindra,XUV500,AT W10 FWD     ,Coimbatore,2018,24500,Diesel,Automatic,First,16,2179,140,7,,1652000,white,good,17,201,1,0,0,10
2390,Skoda,Superb,Elegance 1.8 TSI AT    ,Kochi,2016,56674,Petrol,Automatic,First,14,1798,158,5,,1405000,yellow,good,25,168,4,0,0,11
2391,Maruti,Ciaz,VXi Plus      ,Kochi,2016,51950,Petrol,Manual,First,21,1373,91,5,,675000,white,like new,18,43,4,1,0,10
2392,Hyundai,Creta,1.6 CRDi SX     ,Kolkata,2016,51000,Diesel,Manual,First,20,1582,126,5,,919999,red,new,10,53,1,1,0,8
2393,Toyota,Etios,GD       ,Chennai,2012,150000,Diesel,Manual,Third,24,1364,null ,5,,300000,,excellent,28,72,1,1,3,-1
2394,Honda,City,1.5 S MT     ,Chennai,2008,114750,Petrol,Manual,Second,17,1497,118,5,,275000,,excellent,9,44,4,1,2,-1
2395,Ford,Endeavour,2.2 Trend MT 4X4    ,Hyderabad,2016,107890,Diesel,Manual,First,14,2198,158,7,,2050000,black,excellent,8,67,1,1,0,0
2396,Hyundai,i20,2015-2017 1.4 Magna ABS    ,Pune,2012,64000,Diesel,Manual,First,22,1396,90,5,,425000,,excellent,10,210,1,1,0,-1
2397,Ford,EcoSport,1.5 Petrol Trend     ,Kolkata,2016,21460,Petrol,Manual,First,17,1497,121,5,9.47 Lakh,600000,black,,8,62,4,1,0,0
2398,Hyundai,i20,1.2 Sportz      ,Coimbatore,2015,29634,Petrol,Manual,Second,17,1197,80,5,,600000,black,excellent,10,210,4,1,2,0
2399,Maruti,Swift,VXI BSIII      ,Ahmedabad,2008,52000,Petrol,Manual,First,16,1298,88,5,,241000,,excellent,18,169,4,1,0,-1
2400,Honda,Jazz,V CVT      ,Hyderabad,2015,33000,Petrol,Automatic,First,19,1199,89,5,10.17 Lakh,725000,red,good,9,99,4,0,0,8
2401,Volvo,XC90,2007-2015 D5 AWD     ,Kochi,2014,89230,Diesel,Manual,First,11,2400,200,7,,2365000,,,30,196,1,1,0,-1
2402,Maruti,Baleno,Alpha 1.2      ,Delhi,2016,27000,Petrol,Manual,First,21,1197,83,5,,650000,black,excellent,18,25,4,1,0,0
2403,Mercedes-Benz,GLA,Class 200 CDI SPORT    ,Kochi,2017,72524,Diesel,Automatic,Second,18,2143,136,5,,1805999,white,excellent,19,84,1,0,2,10
2404,Renault,KWID,RXT       ,Hyderabad,2016,73000,Petrol,Manual,First,25,799,53,5,,320000,silver,excellent,24,103,4,1,0,9
2405,Ford,Figo,2015-2019 1.2P Titanium Opt MT   ,Coimbatore,2017,21740,Petrol,Manual,First,18,1196,87,5,,642000,white,excellent,8,77,4,1,0,10
2406,Toyota,Fortuner,4x2 Manual      ,Jaipur,2015,59000,Diesel,Manual,First,13,2982,169,7,,2300000,black,excellent,28,79,1,1,0,0
2407,Honda,City,1.5 S MT     ,Chennai,2013,83432,Petrol,Manual,First,17,1497,118,5,,590000,black,,9,44,4,1,0,0
2408,Mahindra,Scorpio,S2 7 Seater     ,Pune,2014,87200,Diesel,Manual,First,15,2523,75,7,,775000,,,17,161,1,1,0,-1
2409,BMW,3,Series 320d      ,Hyderabad,2012,88000,Diesel,Automatic,First,13,1995,170,5,,1500000,red,excellent,2,2,1,0,0,8
2410,Maruti,Vitara,Brezza ZDi Plus     ,Jaipur,2017,48324,Diesel,Manual,First,24,1248,89,5,11.47 Lakh,900000,brown,,18,186,1,1,0,2
2411,Mercedes-Benz,New,C-Class C 200 CGI Elegance   ,Delhi,2011,51000,Petrol,Automatic,First,12,1796,186,5,,1150000,,,19,118,4,0,0,-1
2412,Hyundai,Verna,1.6 VTVT      ,Kolkata,2012,24000,Petrol,Manual,Second,17,1591,121,5,,620000,,like new,10,184,4,1,2,-1
2413,Hyundai,Grand,i10 1.2 CRDi Sportz    ,Kochi,2017,20773,Diesel,Manual,First,24,1186,74,5,8.17 Lakh,592000,,,10,91,1,1,0,-1
2414,Volkswagen,Polo,1.5 TDI Highline     ,Kolkata,2016,22000,Diesel,Manual,First,20,1498,88,5,9.58 Lakh,629000,white,,29,131,1,1,0,10
2415,Honda,Amaze,S i-Vtech      ,Kochi,2014,66355,Petrol,Manual,First,18,1198,87,5,,412000,black,excellent,9,16,4,1,0,0
2416,Honda,CR-V,2.4 AT      ,Pune,2007,115800,Petrol,Automatic,Third,10,2354,152,5,,380000,white,excellent,9,35,4,0,3,10
2417,Hyundai,Santro,Xing GL Plus     ,Ahmedabad,2014,41125,Petrol,Manual,First,18,1086,62,5,,270000,white,excellent,10,159,4,1,0,10
2418,Mercedes-Benz,B,Class B200 CDI     ,Coimbatore,2017,43812,Diesel,Automatic,First,15,2143,107,5,,2028000,red,excellent,19,22,1,0,0,8
2419,Honda,Amaze,S i-Vtech      ,Delhi,2014,69876,Petrol,Manual,First,18,1198,87,5,,390000,black,excellent,9,16,4,1,0,0
2420,Toyota,Fortuner,4x2 AT      ,Pune,2014,102000,Diesel,Automatic,Second,13,2982,169,7,,1650000,black,excellent,28,79,1,0,2,0
2421,Hyundai,Verna,1.6 VTVT      ,Pune,2011,68000,Petrol,Manual,First,17,1591,121,5,,370000,white,excellent,10,184,4,1,0,10
2422,Jaguar,XJ,3.0L Portfolio      ,Delhi,2016,12000,Diesel,Automatic,First,11,2993,271,4,,7900000,black,excellent,13,199,1,0,0,0
2423,BMW,3,Series 320d      ,Mumbai,2013,25000,Diesel,Automatic,First,23,1995,190,5,47.87 Lakh,1798999,,excellent,2,2,1,0,0,-1
2424,Hyundai,i20,Magna 1.4 CRDi (Diesel)    ,Jaipur,2013,51873,Diesel,Manual,First,22,1396,89,5,,390000,black,excellent,10,210,1,1,0,0
2425,Ford,Figo,Diesel EXI Option     ,Chennai,2012,72500,Diesel,Manual,First,19,1399,68,5,,312000,black,excellent,8,77,1,1,0,0
2426,Maruti,Wagon R,LXI BSIII     ,Pune,2007,83000,Petrol,Manual,First,14,1061,64,5,,165000,,,18,189,4,1,0,-1
2427,Hyundai,Xcent,1.2 Kappa S Option    ,Kolkata,2015,39871,Petrol,Manual,First,19,1197,82,5,,350000,black,,10,202,4,1,0,0
2428,Mahindra,Xylo,H4       ,Chennai,2015,82000,Diesel,Manual,Second,14,2179,118,7,11.67 Lakh,484999,orange,like new,17,204,1,1,2,6
2429,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C  ,Coimbatore,2018,23152,Diesel,Automatic,First,19,2143,168,5,,3922000,,,19,118,1,0,0,-1
2430,Hyundai,i10,Magna       ,Kolkata,2007,71600,Petrol,Manual,Second,20,1197,79,5,,200000,silver,excellent,10,209,4,1,2,9
2431,Toyota,Fortuner,3 Diesel      ,Mumbai,2010,122000,Diesel,Manual,Second,12,2982,171,7,,1044999,silver,excellent,28,79,1,1,2,9
2432,Toyota,Camry,Hybrid       ,Chennai,2016,29277,Petrol,Automatic,First,19,2494,158,5,,2700000,silver,excellent,28,36,4,0,0,9
2433,Ford,Figo,Diesel ZXI      ,Kolkata,2011,60000,Diesel,Manual,First,20,1399,68,5,,225000,blue,excellent,8,77,1,1,0,1
2434,Hyundai,Xcent,1.2 Kappa S Option    ,Kolkata,2014,42000,Petrol,Manual,First,19,1197,82,5,,345000,,,10,202,4,1,0,-1
2435,Hyundai,i20,Sportz 1.2      ,Kochi,2016,61823,Petrol,Manual,First,19,1197,82,5,,614000,,,10,210,4,1,0,-1
2436,Hyundai,i10,Magna LPG      ,Jaipur,2012,53000,LPG,Manual,Second,19,1086,68,5,,285000,white,excellent,10,209,3,1,2,10
2437,Tata,Indigo,CS Emax CNG GLX    ,Chennai,2015,75000,CNG,Manual,First,25,1193,55,5,,325000,,,27,97,0,1,0,-1
2438,Maruti,Dzire,VDI       ,Hyderabad,2011,110000,Diesel,Manual,First,28,1248,74,5,9.14 Lakh,400000,black,,18,58,1,1,0,0
2439,Honda,City,1.5 S MT     ,Kolkata,2010,38446,Petrol,Manual,First,17,1497,118,5,,259000,,,9,44,4,1,0,-1
2440,Maruti,Baleno,Delta 1.3      ,Delhi,2017,33000,Diesel,Manual,First,27,1248,74,5,,696000,red,,18,25,1,1,0,8
2441,Toyota,Etios,Liva G      ,Kolkata,2011,42118,Petrol,Manual,First,18,1197,null ,5,,219000,white,,28,72,4,1,0,10
2442,Hyundai,EON,Era Plus      ,Jaipur,2016,70000,Petrol,Manual,First,21,814,55,5,,300000,custom,excellent,10,61,4,1,0,3
2443,Volkswagen,Polo,1.5 TDI Highline     ,Delhi,2012,68038,Diesel,Manual,First,20,1498,88,5,9.96 Lakh,360000,,,29,131,1,1,0,-1
2444,Chevrolet,Beat,Diesel LS      ,Coimbatore,2014,55012,Diesel,Manual,Second,25,936,58,5,,370000,white,like new,4,26,1,1,2,10
2445,BMW,5,Series 520d Luxury Line    ,Ahmedabad,2013,55000,Diesel,Automatic,First,22,1995,190,5,63.71 Lakh,2175000,white,like new,2,3,1,0,0,10
2446,Mercedes-Benz,GLC,220d 4MATIC Sport     ,Mumbai,2017,25000,Diesel,Automatic,First,18,2143,170,5,64.14 Lakh,4500000,white,like new,19,85,1,0,0,10
2447,Maruti,Alto,K10 VXI      ,Coimbatore,2011,46808,Petrol,Manual,Second,24,998,67,5,4.7 Lakh,319000,silver,,18,15,4,1,2,9
2448,Hyundai,Xcent,1.2 VTVT S     ,Coimbatore,2015,65743,Petrol,Manual,First,20,1197,82,5,7.85 Lakh,620000,grey,,10,202,4,1,0,5
2449,Hyundai,i10,Magna 1.1      ,Coimbatore,2013,64466,Petrol,Manual,First,20,1086,68,5,,396000,,,10,209,4,1,0,-1
2450,Tata,Indica,DLS       ,Kolkata,2009,75648,Diesel,Manual,First,14,1405,null ,5,,82000,,like new,27,96,1,1,0,-1
2451,Maruti,Swift,Dzire Tour LDI     ,Jaipur,2016,80000,Diesel,Manual,First,23,1248,74,5,,450000,white,good,18,169,1,1,0,10
2452,Hyundai,Xcent,1.2 CRDi E Plus    ,Mumbai,2017,69000,Diesel,Manual,First,25,1186,74,5,,355000,,excellent,10,202,1,1,0,-1
2453,Nissan,Sunny,Diesel XV      ,Chennai,2014,79200,Diesel,Manual,First,23,1461,85,5,,550000,black,excellent,22,167,1,1,0,0
2454,Hyundai,Creta,1.6 SX Option     ,Mumbai,2016,29477,Petrol,Manual,First,16,1591,121,5,16.36 Lakh,1025000,grey,excellent,10,53,4,1,0,5
2455,Toyota,Fortuner,2.8 2WD AT     ,Delhi,2017,40000,Diesel,Automatic,First,13,2755,175,7,37.38 Lakh,3000000,custom,excellent,28,79,1,0,0,3
2456,Maruti,Ritz,VXi       ,Pune,2014,25000,Petrol,Manual,Second,19,1197,86,5,,350000,black,good,18,145,4,1,2,0
2457,Renault,Pulse,RxL       ,Delhi,2014,67668,Diesel,Manual,First,23,1461,63,5,,310000,black,excellent,24,133,1,1,0,0
2458,Skoda,Fabia,1.2 MPI Ambiente Petrol    ,Hyderabad,2010,78000,Petrol,Manual,First,18,1198,75,5,,325000,white,excellent,25,75,4,1,0,10
2459,Ford,EcoSport,1.5 Diesel Titanium     ,Mumbai,2017,30000,Diesel,Manual,First,23,1498,99,5,11.89 Lakh,899000,white,excellent,8,62,1,1,0,10
2460,Volkswagen,Vento,Petrol Comfortline      ,Kolkata,2015,70623,Petrol,Manual,First,15,1598,104,5,,399000,black,excellent,29,181,4,1,0,0
2461,Nissan,Terrano,XV 110 PS     ,Mumbai,2015,54000,Diesel,Manual,Second,19,1461,109,5,,600000,grey,excellent,22,174,1,1,2,5
2462,Audi,Q3,2012-2015 35 TDI Quattro Premium   ,Mumbai,2015,48000,Diesel,Automatic,First,16,1968,174,5,,1825000,white,excellent,1,135,1,0,0,10
2463,Toyota,Innova,2.5 GX (Diesel) 7 Seater   ,Delhi,2012,62000,Diesel,Manual,First,13,2494,100,7,,775000,grey,excellent,28,98,1,1,0,5
2464,Tata,Zest,Revotron 1.2T XE     ,Delhi,2017,47000,Petrol,Manual,Second,18,1193,89,5,6.62 Lakh,450000,black,excellent,27,208,4,1,2,0
2465,Toyota,Fortuner,3 Diesel      ,Bangalore,2014,171000,Diesel,Manual,First,12,2982,171,7,,1675000,red,excellent,28,79,1,1,0,8
2466,BMW,X3,xDrive20d       ,Pune,2012,108000,Diesel,Automatic,First,16,1995,184,5,,1750000,blue,excellent,2,192,1,0,0,1
2467,Maruti,SX4,S Cross DDiS 320 Zeta   ,Chennai,2016,41000,Diesel,Manual,First,23,1598,118,5,,770000,,,18,155,1,1,0,-1
2468,Honda,City,1.5 S MT     ,Pune,2012,66000,Petrol,Manual,Second,17,1497,118,5,,445000,black,excellent,9,44,4,1,2,0
2469,Maruti,Swift,Dzire LDI      ,Jaipur,2015,144000,Diesel,Manual,First,27,1248,74,5,,525000,red,,18,169,1,1,0,8
2470,BMW,3,Series 320d M Sport    ,Kochi,2017,23806,Diesel,Automatic,First,23,1995,190,5,,3365999,,,2,2,1,0,0,-1
2471,Nissan,Micra,XV CVT      ,Chennai,2013,89000,Petrol,Automatic,Second,19,1198,76,5,,280000,,excellent,22,113,4,0,2,-1
2472,Maruti,Baleno,Zeta Automatic      ,Coimbatore,2018,38852,Petrol,Automatic,First,21,1197,83,5,,847000,grey,excellent,18,25,4,0,0,5
2473,Maruti,Ciaz,ZDi Plus      ,Coimbatore,2018,68737,Diesel,Manual,First,26,1248,89,5,,932000,grey,excellent,18,43,1,1,0,5
2474,Mercedes-Benz,CLA,200 CDI Style     ,Coimbatore,2017,23106,Diesel,Automatic,First,18,2143,136,5,,2743000,silver,excellent,19,33,1,0,0,9
2475,Honda,Mobilio,RS i DTEC     ,Delhi,2015,31250,Diesel,Manual,First,25,1498,99,7,,650000,black,like new,9,114,1,1,0,0
2476,Toyota,Innova,2.5 GX (Diesel) 8 Seater   ,Delhi,2014,77795,Diesel,Manual,First,13,2494,101,8,,950000,blue,excellent,28,98,1,1,0,1
2477,Jaguar,XF,3 Litre S Premium Luxury   ,Kochi,2015,47759,Diesel,Automatic,First,15,2993,271,5,,3180000,red,excellent,13,198,1,0,0,8
2478,Toyota,Etios,Petrol TRD Sportivo     ,Chennai,2013,67620,Petrol,Manual,Second,18,1496,89,5,,420000,,,28,72,4,1,2,-1
2479,Chevrolet,Beat,Diesel LS      ,Kochi,2013,44378,Diesel,Manual,First,25,936,58,5,,385000,silver,,4,26,1,1,0,9
2480,Honda,Aord,2.4 M/T      ,Delhi,2012,64709,Petrol,Manual,Second,13,2354,178,5,,600000,,,9,18,4,1,2,-1
2481,Maruti,Alto,LXi       ,Hyderabad,2007,76161,Petrol,Manual,First,20,796,46,5,,165000,red,,18,15,4,1,0,8
2482,Skoda,Octavia,Ambition 2 TDI AT    ,Bangalore,2013,58410,Diesel,Automatic,First,19,1968,141,5,,1450000,black,like new,25,121,1,0,0,0
2483,Toyota,Innova,2.5 V Diesel 7-seater    ,Delhi,2011,72000,Diesel,Manual,First,13,2494,102,7,,710000,silver,,28,98,1,1,0,9
2484,Audi,A4,35 TDI Premium Sport    ,Chennai,2016,11000,Diesel,Automatic,First,17,1968,174,5,,2800000,silver,,1,10,1,0,0,9
2485,Maruti,Vitara,Brezza ZDi Plus Dual Tone   ,Kochi,2017,45362,Diesel,Manual,First,24,1248,89,5,11.75 Lakh,938000,,excellent,18,186,1,1,0,-1
2486,Hyundai,Grand,i10 Sportz      ,Kochi,2016,59767,Petrol,Manual,First,19,1197,82,5,,478000,grey,excellent,10,91,4,1,0,5
2487,Toyota,Corolla,DX       ,Chennai,2003,70000,Petrol,Manual,Second,13,1794,125,5,,170000,,,28,51,4,1,2,-1
2488,Tata,Hexa,XTA       ,Coimbatore,2019,14233,Diesel,Automatic,First,18,2179,154,7,22.74 Lakh,1785000,black,good,27,93,1,0,0,0
2489,Hyundai,i20,2015-2017 1.2 Asta     ,Pune,2010,72000,Petrol,Manual,Second,17,1197,80,5,,275000,,,10,210,4,1,2,-1
2490,Hyundai,Verna,1.6 SX VTVT     ,Mumbai,2014,11000,Petrol,Manual,First,17,1591,121,5,,595000,grey,,10,184,4,1,0,5
2491,Maruti,Omni,8 Seater BSIV     ,Mumbai,2011,39000,Petrol,Manual,First,14,796,35,5,,150000,,good,18,122,4,1,0,-1
2492,Maruti,Alto,800 2016-2019 VXI     ,Kochi,2019,19855,Petrol,Manual,First,25,796,47,5,,380000,,good,18,15,4,1,0,-1
2493,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C  ,Bangalore,2017,20149,Diesel,Automatic,First,19,2143,168,5,,3850000,,excellent,19,118,1,0,0,-1
2494,Hyundai,i10,Era 1.1      ,Jaipur,2011,70000,Petrol,Manual,First,20,1086,68,5,,215000,,like new,10,209,4,1,0,-1
2495,Skoda,Superb,Style 1.8 TSI AT    ,Mumbai,2010,62004,Petrol,Automatic,Second,15,1798,177,5,33.36 Lakh,375000,white,good,25,168,4,0,2,10
2496,Volkswagen,Vento,1.5 TDI Highline AT    ,Mumbai,2016,25500,Diesel,Automatic,First,22,1498,109,5,15.86 Lakh,894999,black,good,29,181,1,0,0,0
2497,Maruti,Swift,VDI BSIV      ,Hyderabad,2013,68800,Diesel,Manual,First,18,1248,null ,5,,500000,black,good,18,169,1,1,0,0
2498,Honda,Civic,2010-2013 1.8 V MT    ,Pune,2010,61700,Petrol,Manual,First,15,1799,130,5,,295000,white,good,9,45,4,1,0,10
2499,BMW,3,Series 320i Sedan     ,Coimbatore,2010,59660,Petrol,Automatic,First,12,1995,154,5,,1049000,,,2,2,4,0,0,-1
